tourney_id,tourney_name,surface,tourney_date,match_num,winner_name,winner_hand,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_name,loser_hand,loser_age,loser_rank,loser_rank_points,score,round,minutes,age_count
2017-M-DC-2017-G2-EPA-M-MON-SLO-01,Davis Cup G2 R1: MON vs SLO,Hard,20170203,1,Blaz Kavcic,R,SLO,30,171,334,Lucas Catarina,R,20.42984257,885,17,6-4 2-6 6-2 6-4,RR,164,
2017-M-DC-2017-G2-EPA-M-MON-SLO-01,Davis Cup G2 R1: MON vs SLO,Hard,20170203,2,Grega Zemlja,R,SLO,30,151,397,Romain Arneodo,R,24.49007529,954,13,6-3 6-4 6-7(5) 6-4,RR,175,
2017-M-DC-2017-G2-EPA-M-MON-SLO-01,Davis Cup G2 R1: MON vs SLO,Hard,20170203,4,Grega Zemlja,R,SLO,30,151,397,Lucas Catarina,R,20.42984257,885,17,6-2 6-3 6-1,RR,101,
2017-M-DC-2017-G2-EPA-M-MON-SLO-01,Davis Cup G2 R1: MON vs SLO,Hard,20170203,5,Thomas Oger,U,MON,37,,,Tilen Zitnik,U,25.58247776,1654,1,1-6 6-4 6-2,RR,89,
2017-M-DC-2017-G2-EPA-M-NOR-LAT-01,Davis Cup G2 R1: NOR vs LAT,Hard,20170203,1,Casper Ruud,R,NOR,18,217,247,Martins Podzus,R,22.59000684,860,18,6-3 6-1 7-5,RR,114,
2017-M-DC-2017-G2-EPA-M-NOR-LAT-01,Davis Cup G2 R1: NOR vs LAT,Hard,20170203,2,Viktor Durasovic,U,NOR,20,630,46,Mikelis Libietis,U,24.56125941,380,115,6-7(5) 6-4 6-1 7-6(3),RR,185,
2017-M-DC-2017-G2-EPA-M-NOR-LAT-01,Davis Cup G2 R1: NOR vs LAT,Hard,20170203,4,Simen Sunde Bratholm,R,NOR,18,1376,3,Rudolfs Mednis,U,19.03080082,1544,2,5-7 7-6(5) 7-6(6),RR,162,
2017-M-DC-2017-G2-EPA-M-NOR-LAT-01,Davis Cup G2 R1: NOR vs LAT,Hard,20170203,5,Viktor Durasovic,U,NOR,20,630,46,Arturs Lazdins,R,19.8110883,1469,3,Walkover,RR,,
2017-M-DC-2017-G2-EPA-M-SWE-TUN-01,Davis Cup G2 R1: SWE vs TUN,Hard,20170203,1,Malek Jaziri,R,TUN,33,51,904,Isak Arvidsson,R,24.48459959,569,57,6-4 7-5 6-2,RR,128,
2017-M-DC-2017-G2-EPA-M-SWE-TUN-01,Davis Cup G2 R1: SWE vs TUN,Hard,20170203,2,Patrik Rosenholm,R,SWE,29,531,65,Mohamed Aziz Dougaz,L,19.84941821,,,7-6(4) 6-3 3-6 4-6 6-3,RR,220,
2017-M-DC-2017-G2-EPA-M-SWE-TUN-01,Davis Cup G2 R1: SWE vs TUN,Hard,20170203,4,Malek Jaziri,R,TUN,33,51,904,Patrik Rosenholm,R,28.90622861,531,65,6-3 6-3 6-1,RR,124,
2017-M-DC-2017-G2-EPA-M-SWE-TUN-01,Davis Cup G2 R1: SWE vs TUN,Hard,20170203,5,Isak Arvidsson,R,SWE,24,569,57,Mohamed Aziz Dougaz,L,19.84941821,,,6-7(7) 6-2 6-1 3-6 6-3,RR,251,
2017-M-DC-2017-G2-EPA-M-TUR-CYP-01,Davis Cup G2 R1: TUR vs CYP,Hard,20170203,1,Cem Ilkel,R,TUR,21,354,129,Petros Chrysochos,R,20.81314168,1365,3,6-7(4) 3-6 6-3 6-0 6-4,RR,201,
2017-M-DC-2017-G2-EPA-M-TUR-CYP-01,Davis Cup G2 R1: TUR vs CYP,Hard,20170203,2,Marsel Ilhan,R,TUR,30,238,219,Menelaos Efstathiou,U,17.91649555,1505,2,5-7 1-6 6-4 7-6(5) 6-4,RR,213,
2017-M-DC-2017-G2-EPA-M-TUR-CYP-01,Davis Cup G2 R1: TUR vs CYP,Hard,20170203,4,Marsel Ilhan,R,TUR,30,238,219,Petros Chrysochos,R,20.81314168,1365,3,5-7 7-5 7-6(2) 6-4,RR,181,
2017-M-DC-2017-G2-EPA-M-TUR-CYP-01,Davis Cup G2 R1: TUR vs CYP,Hard,20170203,5,Altug Celikbilek,U,TUR,20,532,65,Nicholas Campbell,U,46.03696099,,,6-3 7-6(1),RR,71,
2017-M-DC-2017-WG-M-ARG-ITA-01,Davis Cup WG R1: ARG vs ITA,Clay,20170203,1,Paolo Lorenzi,R,ITA,35,43,1042,Guido Pella,L,26.70773443,84,650,6-3 6-3 6-3,RR,145,
2017-M-DC-2017-WG-M-ARG-ITA-01,Davis Cup WG R1: ARG vs ITA,Clay,20170203,2,Andreas Seppi,R,ITA,33,68,725,Carlos Berlocq,R,33.99041752,81,668,6-1 6-2 1-6 7-6(6),RR,178,
2017-M-DC-2017-WG-M-ARG-ITA-01,Davis Cup WG R1: ARG vs ITA,Clay,20170203,4,Carlos Berlocq,R,ARG,34,81,668,Paolo Lorenzi,R,35.1266256,43,1042,4-6 6-4 6-1 3-6 6-3,RR,254,
2017-M-DC-2017-WG-M-ARG-ITA-01,Davis Cup WG R1: ARG vs ITA,Clay,20170203,5,Fabio Fognini,R,ITA,30,48,980,Guido Pella,L,26.70773443,84,650,2-6 4-6 6-3 6-4 6-2,RR,255,
2017-M-DC-2017-WG-M-BEL-GER-01,Davis Cup WG R1: BEL vs GER,Hard,20170203,1,Steve Darcis,R,BEL,33,58,787,Philipp Kohlschreiber,R,33.29226557,29,1405,6-4 3-6 2-6 7-6(2) 7-6(5),RR,233,
2017-M-DC-2017-WG-M-BEL-GER-01,Davis Cup WG R1: BEL vs GER,Hard,20170203,2,Alexander Zverev,R,GER,20,22,1735,Arthur De Greef,R,24.84599589,143,421,6-3 6-3 6-4,RR,103,
2017-M-DC-2017-WG-M-BEL-GER-01,Davis Cup WG R1: BEL vs GER,Hard,20170203,4,Steve Darcis,R,BEL,33,58,787,Alexander Zverev,R,19.78097194,22,1735,2-6 6-4 6-4 7-6(8),RR,182,
2017-M-DC-2017-WG-M-BEL-GER-01,Davis Cup WG R1: BEL vs GER,Hard,20170203,5,Ruben Bemelmans,L,BEL,29,141,429,Mischa Zverev,L,29.44284736,35,1238,7-5 6-1,RR,50,
2017-M-DC-2017-WG-M-CAN-GBR-01,Davis Cup WG R1: CAN vs GBR,Hard,20170203,1,Daniel Evans,R,GBR,27,45,1031,Denis Shapovalov,L,17.79603012,234,223,6-3 6-3 6-4,RR,110,
2017-M-DC-2017-WG-M-CAN-GBR-01,Davis Cup WG R1: CAN vs GBR,Hard,20170203,2,Vasek Pospisil,R,CAN,27,133,438,Kyle Edmund,R,22.06160164,47,988,6-4 6-1 7-6(3),RR,128,
2017-M-DC-2017-WG-M-CAN-GBR-01,Davis Cup WG R1: CAN vs GBR,Hard,20170203,4,Vasek Pospisil,R,CAN,27,133,438,Daniel Evans,R,26.69130732,45,1031,7-6(3) 6-4 3-6 7-6(5),RR,203,
2017-M-DC-2017-WG-M-CAN-GBR-01,Davis Cup WG R1: CAN vs GBR,Hard,20170203,5,Kyle Edmund,R,GBR,22,47,988,Denis Shapovalov,L,17.79603012,234,223,6-3 6-4 2-1 DEF,RR,78,
2017-M-DC-2017-WG-M-CZE-AUS-01,Davis Cup WG R1: CZE vs AUS,Hard,20170203,1,Jordan Thompson,R,AUS,23,65,744,Jiri Vesely,L,23.55920602,54,873,6-3 6-3 6-4,RR,126,
2017-M-DC-2017-WG-M-CZE-AUS-01,Davis Cup WG R1: CZE vs AUS,Hard,20170203,2,Nick Kyrgios,R,AUS,22,15,2415,Jan Satral,R,26.52156057,157,370,6-2 6-3 6-2,RR,95,
2017-M-DC-2017-WG-M-CZE-AUS-01,Davis Cup WG R1: CZE vs AUS,Hard,20170203,4,Jiri Vesely,L,CZE,24,54,873,Samuel Groth,R,29.28405202,182,310,3-6 7-5 6-3,RR,107,
2017-M-DC-2017-WG-M-CZE-AUS-01,Davis Cup WG R1: CZE vs AUS,Hard,20170203,5,Jordan Thompson,R,AUS,23,65,744,Jan Satral,R,26.52156057,157,370,7-6(5) 6-2,RR,91,
2017-M-DC-2017-WG-M-ESP-CRO-01,Davis Cup WG R1: ESP vs CRO,Hard,20170203,1,Franco Skugor,R,CRO,29,223,238,Pablo Carreno Busta,R,25.55509925,26,1450,3-6 6-3 6-4 4-6 7-6(6),RR,243,
2017-M-DC-2017-WG-M-ESP-CRO-01,Davis Cup WG R1: ESP vs CRO,Hard,20170203,2,Roberto Bautista Agut,R,ESP,29,16,2350,Ante Pavic,R,27.90143737,486,77,6-4 6-2 6-3,RR,124,
2017-M-DC-2017-WG-M-ESP-CRO-01,Davis Cup WG R1: ESP vs CRO,Hard,20170203,4,Roberto Bautista Agut,R,ESP,29,16,2350,Franco Skugor,R,29.36344969,223,238,6-1 6-7(4) 6-3 7-6(6),RR,199,
2017-M-DC-2017-WG-M-ESP-CRO-01,Davis Cup WG R1: ESP vs CRO,Hard,20170203,5,Pablo Carreno Busta,R,ESP,26,26,1450,Nikola Mektic,R,28.10130048,319,151,7-6(4) 6-1 6-4,RR,135,
2017-M-DC-2017-WG-M-JPN-FRA-01,Davis Cup WG R1: JPN vs FRA,Hard,20170203,1,Richard Gasquet,R,FRA,31,18,1975,Taro Daniel,R,24.00821355,114,522,6-2 6-3 6-2,RR,122,
2017-M-DC-2017-WG-M-JPN-FRA-01,Davis Cup WG R1: JPN vs FRA,Hard,20170203,2,Gilles Simon,R,FRA,32,24,1495,Yoshihito Nishioka,L,21.34428474,85,647,6-3 6-3 6-4,RR,119,
2017-M-DC-2017-WG-M-JPN-FRA-01,Davis Cup WG R1: JPN vs FRA,Hard,20170203,4,Nicolas Mahut,R,FRA,35,42,1050,Yoshihito Nishioka,L,21.34428474,85,647,6-1 1-1 RET,RR,33,
2017-M-DC-2017-WG-M-JPN-FRA-01,Davis Cup WG R1: JPN vs FRA,Hard,20170203,5,Yasutaka Uchiyama,R,JPN,24,230,227,Pierre Hugues Herbert,R,25.87268994,101,600,6-4 6-4,RR,60,
2017-M-DC-2017-WG-M-RUS-SRB-01,Davis Cup WG R1: RUS vs SRB,Hard,20170203,1,Viktor Troicki,R,SRB,31,37,1225,Karen Khachanov,R,20.6954141,52,904,6-4 6-7(3) 6-3 1-6 7-6(6),RR,270,
2017-M-DC-2017-WG-M-RUS-SRB-01,Davis Cup WG R1: RUS vs SRB,Hard,20170203,2,Novak Djokovic,R,SRB,30,2,9825,Daniil Medvedev,R,20.96919918,63,749,3-6 6-4 6-1 1-0 RET,RR,136,
2017-M-DC-2017-WG-M-RUS-SRB-01,Davis Cup WG R1: RUS vs SRB,Hard,20170203,5,Daniil Medvedev,R,RUS,21,63,749,Nenad Zimonjic,R,40.65708419,,,Walkover,RR,,
2017-M-DC-2017-WG-M-SUI-USA-01,Davis Cup WG R1: SUI vs USA,Hard,20170203,1,Jack Sock,R,USA,24,20,1855,Marco Chiudinelli,R,35.38945927,146,414,6-4 6-3 6-1,RR,118,
2017-M-DC-2017-WG-M-SUI-USA-01,Davis Cup WG R1: SUI vs USA,Hard,20170203,2,John Isner,R,USA,32,23,1715,Henri Laaksonen,R,24.83504449,127,473,4-6 6-2 6-2 7-6(1),RR,164,
2017-M-DC-2017-WG-M-SUI-USA-01,Davis Cup WG R1: SUI vs USA,Hard,20170203,4,Sam Querrey,R,USA,29,27,1435,Adrien Bossel,L,30.091718,485,78,6-3 7-5,RR,73,
2017-M-DC-2017-WG-M-SUI-USA-01,Davis Cup WG R1: SUI vs USA,Hard,20170203,5,Steve Johnson,R,USA,27,31,1345,Antoine Bellier,U,20.28473648,598,52,6-4 6-3,RR,60,
